offer_id_1,offer_id_2,image_1,image_2,classes
797a545da8138d16fdde5a5253e417d1,z45e21e00cca87385,https://cdn.hometogo.com/medium/v1/433/dc8/d4218f67d082dfb881956a4730.jpg,https://cdn.hometogo.com/medium/v1/ada/a11/bb2223669ddbd1fe4349a2c131.jpg,"aspect-ratio,crop,resolution,zoom"
0212e4b58116b5f4,c1b961ba501a4466,https://cdn.hometogo.com/medium/v1/fbe/9e7/5511baff6ee224160c3330138c.jpg,https://cdn.hometogo.com/large/v1/156/71a/36c06dd5675558aac9c0aca144.jpg,"aspect-ratio,crop,resolution,zoom"
0212e4b58116b5f4,9bcae674306f0a2dee7c8ee87530415f,https://cdn.hometogo.com/medium/v1/fbe/9e7/5511baff6ee224160c3330138c.jpg,https://cdn.hometogo.com/large/v1/c90/ba0/df3fcba47e2b3f48e10b0aaf3d.jpg,"aspect-ratio,crop,resolution,zoom"
c69b1f0906936ae5,z71c6d97034e2f6ae,https://cdn.hometogo.com/large/v1/a04/ad9/8df1f31eece1cddbdcf7ccaa82.jpg,https://cdn.hometogo.com/medium/v1/a49/ea5/7c7265178264f6981eb20893b1.jpg,"aspect-ratio,crop,resolution,zoom"
2b302c4c3d7447b3,af217c774d00cd82,https://cdn.hometogo.com/large/v1/561/562/9b92d78e9d7bb3b78bf8006879.jpg,https://cdn.hometogo.com/large/v1/ae3/805/30e05e8b1fb28cfb3e738cfbe0.jpg,"aspect-ratio,crop,resolution,zoom"
5683db23d009011b9f5ea22fa28e1c71,f02069fcc5638b95,https://cdn.hometogo.com/small/v1/a52/5a9/f5a88980ad8b3073b53198e886.jpg,https://cdn.hometogo.com/large/v1/f66/55c/78df4a043b859dae6f5b8d9cb3.jpg,"aspect-ratio,crop,resolution,zoom"
74d25d3d440bd949,a3e466f178a7349b0188c50f2598956d,https://cdn.hometogo.com/large/v1/c71/931/ba528382d636f5ef2a30ee3016.jpg,https://cdn.hometogo.com/large/v1/99c/524/f238fcafbe5398b0d9054a90e7.jpg,"aspect-ratio,crop,resolution,zoom"
9bcae674306f0a2dee7c8ee87530415f,cfd3374bb9324e82,https://cdn.hometogo.com/large/v1/c90/ba0/df3fcba47e2b3f48e10b0aaf3d.jpg,https://cdn.hometogo.com/medium/v1/1b2/d28/35203ab2784c87c57641a2a11a.jpg,"aspect-ratio,crop,resolution,zoom"
b201e17470a6e8773f46f5ce133b9abb,ebfa428ed3b97267,https://cdn.hometogo.com/large/v1/80d/ef9/11fdc80cb0862a069228e2040c.jpg,https://cdn.hometogo.com/large/v1/8d5/a6e/28ddde09e9bc7f8ccbc35d19a5.jpg,"aspect-ratio,crop,resolution,zoom"
0387d57f74334dd61cb72430afe63313,f398af7b1de5fe2606aba69c0da65853,https://cdn.hometogo.com/large/v1/84a/2ad/23c9116f68bb9ac4c3fafb7726.jpg,https://cdn.hometogo.com/medium/v1/dd0/cfd/3da136f5b7711274bbe9aacd88.jpg,"aspect-ratio,crop,resolution,zoom"
76b009006c6977bcb42a0ff7ecdd5978,7cb166dd3d5a56f75c3848b9cc1f215e,https://cdn.hometogo.com/medium/v1/b9d/904/60947693bfa9e2ddb360dbeda6.jpg,https://cdn.hometogo.com/medium/v1/e18/e7a/cb34f21f4bdd1d629017ce583a.jpg,"aspect-ratio,crop,resolution,zoom"
8643e514f9f4ae01,be562ef2129696fff00108d9cdb16cc2,https://cdn.hometogo.com/large/v1/bbf/994/c8b0797e0d8bd23fe3db7fe0f3.jpg,https://cdn.hometogo.com/medium/v1/ac3/aae/8cf1e83e8056d9a8c0723d5e0b.jpg,"aspect-ratio,crop,resolution,zoom"
921b731e169b82fa,bcd0b2eef5f6ca8e,https://cdn.hometogo.com/large/v1/2d2/a45/8daa7b4ed5471a17dc93c7c2ae.jpg,https://cdn.hometogo.com/medium/v1/3d8/541/f48086ea12ec6fb285a024110f.jpg,"aspect-ratio,crop,resolution,zoom"
2b6dd70a0cf26827a34ff4974ed139e4,e2411c1b9fb3b31c,https://cdn.hometogo.com/large/v1/b07/883/c2ed055f116a8b23b78a4969ba.jpg,https://cdn.hometogo.com/large/v1/1cc/bc2/d8b739b35fd60ad1fc3fac6211.jpg,"aspect-ratio,crop,resolution,zoom"
8f721af5f31da326,b65704ee720d70c40fbe5c0daad5e41b,https://cdn.hometogo.com/large/v1/93a/430/c868f334d870f6b76834f4e64e.jpg,https://cdn.hometogo.com/large/v1/afe/c46/568fea561d23e03719a049b8e0.jpg,"aspect-ratio,crop,resolution,zoom"
93f465517e6b0448,z45ba8dceee33ea24,https://cdn.hometogo.com/large/v1/fa6/503/73b1dbad354ee1476ae6974182.jpg,https://cdn.hometogo.com/large/v1/b2d/5a8/ea6239ea135f638b20939a1f14.jpg,"aspect-ratio,crop,resolution,zoom"
31ee2e28c976c1e6c12c831b435960f5,z086109bbfdda1d8c,https://cdn.hometogo.com/large/v1/8ae/72c/285e255ba51a94a27b8105c155.jpg,https://cdn.hometogo.com/medium/v1/c09/095/4c6ec538695b072de09a107abd.jpg,"aspect-ratio,crop,resolution,zoom"
852d26d8c4e96468,dcc2214533c7999f,https://cdn.hometogo.com/large/v1/826/4dd/6d982aff46f1bce1f1fcc79d03.jpg,https://cdn.hometogo.com/medium/v1/40f/32b/7c447b54a1dc3ffd6c05dad034.jpg,"aspect-ratio,crop,resolution,zoom"
7ca939328582e4047f1359a604299f36,852d26d8c4e96468,https://cdn.hometogo.com/large/v1/570/c00/6954cde9eb1b4415285c5db3a1.jpg,https://cdn.hometogo.com/large/v1/826/4dd/6d982aff46f1bce1f1fcc79d03.jpg,"aspect-ratio,crop,resolution,zoom"
0212e4b58116b5f4,284d2926cb7f74145a96d3a2f69c7440,https://cdn.hometogo.com/medium/v1/fbe/9e7/5511baff6ee224160c3330138c.jpg,https://cdn.hometogo.com/large/v1/516/851/9e9cb545e89bb2aa132b0e5f94.jpg,"aspect-ratio,crop,resolution,zoom"
09c74da8f6a70f8c334ea5bbf3321c04,56684e8562af143af55e332509d0aa6b,https://cdn.hometogo.com/large/v1/218/cad/7125c30b00d8316145caa0e436.jpg,https://cdn.hometogo.com/large/v1/04d/9a0/a6c445c1d15f1ecdb50fc58ff9.jpg,"aspect-ratio,crop,resolution,zoom"
3a22e24cdcec2b5fd0fcde3444984f09,8531f34dd0094ab4,https://cdn.hometogo.com/large/v1/340/62b/a37d4e854dd6d34c77aa227aca.jpg,https://cdn.hometogo.com/large/v1/676/b5a/44e742f3c2ce725925e8b55571.jpg,"aspect-ratio,crop,same"
c21be21cd28ca6294eddf5c8a63a1716,z120122416baf0ad8,https://cdn.hometogo.com/medium/v1/042/237/6fccc6a3befe3dfc2642ea06a3.jpg,https://cdn.hometogo.com/medium/v1/385/b35/bddc5b443661fe956826580a59.jpg,"aspect-ratio,crop,season,zoom"
58a7682429be952d,8849cb2dbf6e6bcb,https://cdn.hometogo.com/large/v1/dda/bfc/211b16aeb17b6def1af24ecb44.jpg,https://cdn.hometogo.com/large/v1/5bc/b55/ffdd5371178d5a2132f754c103.jpg,"aspect-ratio,crop,slight-tilt-same-viewpoint,weather,zoom"
