,offer_id_1,offer_id_2,hamming_distance_dct_stored,image_1,image_2,classes,duplicate
46,a3ab813f10cc8360,c1296bbcb536b9e4,0,https://cdn.hometogo.com/small/v1/cf1/bd1/45f60bdafcf8ed0bc644b95823.jpg,https://cdn.hometogo.com/small/v1/ae4/1f4/7adfb020076b842147dbcf5b51.jpg,same,True
47,5b5d4a0e01cc6d23,9c59b6559a5bdded,32,https://cdn.hometogo.com/large/v1/634/04d/08d14266983fdf86e72c4421b3.jpg,https://cdn.hometogo.com/large/v1/f74/62e/17df8706b6632fa7ffc3b48f42.jpg,different-viewpoint,True
48,9a3475c0854b1aa3,e0ca9866204d737d,20,https://cdn.hometogo.com/large/v1/664/5cf/2ed25c87f26d744476c1c2ddc7.jpg,https://cdn.hometogo.com/large/v1/32a/cf0/14aa652904e667855f6528d7f8.jpg,"illumination,slight-tilt-same-viewpoint",True
49,728e845b3f9df7be533515d8c320585a,ef721f50cb0ae6ae,4,https://cdn.hometogo.com/large/v1/d55/b37/76ac2edfc6da3fa180260f6662.jpg,https://cdn.hometogo.com/large/v1/534/ef0/6c56162e36b49485854bb4978d.jpg,"crop,zoom",True
50,2406e00c9b5950cd,86f1bfbc6237f47214edbf5b9e509321,2,https://cdn.hometogo.com/small/v1/cc8/16b/ac8fdf303ed3458dbe817905de.jpg,https://cdn.hometogo.com/large/v1/979/3fd/21cb9dd798ffc3c6d1689d5e51.jpg,resolution,True
51,504cd71f68d18365,fb32812c58024e74,10,https://cdn.hometogo.com/large/v1/dc3/702/7712afd0a85c5e58670a6a6bea.jpg,https://cdn.hometogo.com/large/v1/f91/714/240764f1e5faead408a959d8c2.jpg,"crop,zoom",True
52,5444eda55c3ce1f0,a410e7149b81e2ee,0,https://cdn.hometogo.com/medium/v1/1ea/6f7/1de2c6941210ae7dc4b96827d3.jpg,https://cdn.hometogo.com/medium/v1/92f/d61/f5e8379209daebc650cddd2b69.jpg,same,True
53,4d4517fe118c0a7315aec4ef69b6ffa7,9870a31d231eacff,2,https://cdn.hometogo.com/medium/v1/e12/03d/6c31a1826a15344b4e6fadfd9c.jpg,https://cdn.hometogo.com/large/v1/66d/52d/54ceedbbfd65d2f5e58b24c992.jpg,"resolution,watermark",True
54,0c970266514c1c5fb66d23014438d1fb,787c185d94b7672d,0,https://cdn.hometogo.com/medium/v1/80a/9bd/8e959b3bf1d0eda6d0a8dcc772.jpg,https://cdn.hometogo.com/medium/v1/35e/c8c/056f2f0e85883c1647a5f9c4c2.jpg,same,True
55,27249107960d8ad2,79cf0eccc8a8003a,0,https://cdn.hometogo.com/large/v1/0c6/071/3c84fd9e13e6aa758eedcf63a8.jpg,https://cdn.hometogo.com/large/v1/edb/800/d41057edfc7149a44ab559bf16.jpg,same,True
56,4c7876dbf592e343148e7f6d528f6009,f6bb6310860f57b4ddfab7f7c1ac0f08,0,https://cdn.hometogo.com/large/v1/33b/9da/8bb1650936d9fb7bfbe72ea046.jpg,https://cdn.hometogo.com/large/v1/cfa/2cd/3641389e10295014da2255ecff.jpg,same,True
57,1128ee5b44008b5a1249c5ab76f12cdb,6da7a7ad3ff4ff16,40,https://cdn.hometogo.com/medium/v1/8e1/356/b5c84a8f6f1bd7124496091386.jpg,https://cdn.hometogo.com/large/v1/a4f/73e/4773555ebb533baff4ca4148eb.jpg,"crop,resolution,watermark,zoom",True
58,459aaba64aaea635,51edf4633b088d62,0,https://cdn.hometogo.com/medium/v1/4e3/5b9/ded652b862255be350ce71da13.jpg,https://cdn.hometogo.com/medium/v1/d90/0bf/e08c8e1f9860f69c76f54bbc60.jpg,same,True
59,5c9376fde16b3d22,dea314a961a9c7da,4,https://cdn.hometogo.com/large/v1/8be/b27/6b5cf30d1c3b0af1ac3d2734b2.jpg,https://cdn.hometogo.com/large/v1/c12/0e8/6d079c7d7c3481bdc947774cbf.jpg,season,True
60,0f6f99a3d16396d44fd69d5289a13838,e15326052e1e4956,16,https://cdn.hometogo.com/large/v1/11d/864/fb0b4df09ba902c5f45907be2f.jpg,https://cdn.hometogo.com/large/v1/9be/b7b/580753a09de4b71adcf62e726d.jpg,"crop,zoom",True
61,1894411e046a9613,739669501fb319200d06fd9ae91b134a,32,https://cdn.hometogo.com/large/v1/e02/ee6/7b3801f8518e216e83f13bbf63.jpg,https://cdn.hometogo.com/medium/v1/8e5/af7/48b95d9fcc44ea4a047223dc43.jpg,"illumination,renovation,resolution,season,weather",True
62,1ae6087980b06cbeef970240e333e822,38f58c72bc70b05e9b97f972f8fc864f,0,https://cdn.hometogo.com/large/v1/7c4/c45/05d9fe7a5c23e956e7ed57ab0f.jpg,https://cdn.hometogo.com/medium/v1/9a4/4ed/13335126f5aaf51c0dcaf25999.jpg,"resolution,watermark",True
63,7c5e21b76bb3b4da9f1697dd3f961a9b,a9f0dfa61c3d7ef9fec200a2a3328698,0,https://cdn.hometogo.com/medium/v1/377/c2c/1b594d4eec4a97eb3f48578ce0.jpg,https://cdn.hometogo.com/medium/v1/e87/b28/0507dc4399cac67975c94b878f.jpg,same,True
64,3f08ec51e0ea9120a92ee59ec26d144e,93cca3101fa14bd9aeff233e8cbe3c5f,0,https://cdn.hometogo.com/medium/v1/920/a19/b45b80938aca870bbed6b4452b.jpg,https://cdn.hometogo.com/medium/v1/c6e/e92/b48560bd8e1210812156b806f2.jpg,same,True
65,b3f2ae9d556a40cd,z45ba8dceee33ea24,4,https://cdn.hometogo.com/large/v1/b62/662/346fffae2a2b13f27f7123119d.jpg,https://cdn.hometogo.com/large/v1/b2d/5a8/ea6239ea135f638b20939a1f14.jpg,crop,True
66,241b6c6c25fadb63944e4e524ac0f64e,f6d2d7d3a202248c,0,https://cdn.hometogo.com/medium/v1/8eb/b95/6235f8964d60ba2a094f84f084.jpg,https://cdn.hometogo.com/large/v1/bab/5b0/8c7ad79b85eb4a98148e95a684.jpg,"resolution,watermark",True
67,44dd37c57f70438c5cb9e44fc08ed396,e05ea4d12b5c229c9d1ba7f5df1b30de,0,https://cdn.hometogo.com/medium/v1/d9b/ae7/5a3cdc183819fa3b69eb0e96d2.jpg,https://cdn.hometogo.com/medium/v1/3ef/af5/ef532e5d17712e50d1d71583e3.jpg,same,True
68,a4742153d5ec45f1,f07af1d595efdebb12dbc5cec7a625c2,0,https://cdn.hometogo.com/medium/v1/2bf/d2f/d086c1d5f18cc2979db9606e8b.jpg,https://cdn.hometogo.com/large/v1/33c/188/1b37e6d2c4a7724aa6b35840f3.jpg,same,True
69,7527caed51a7ab7e,8f838a34a2d6e14d,2,https://cdn.hometogo.com/large/v1/85e/42e/1709df47a3e0b01fc272bc555e.jpg,https://cdn.hometogo.com/large/v1/65c/101/da07d11cb7b622ee7c763f0c0c.jpg,resolution,True
70,21b39e4ca726f5b7,83b3c48d916522d271323a76e66f355e,0,https://cdn.hometogo.com/large/v1/5a5/588/0df2315988b3494a2f050e3180.jpg,https://cdn.hometogo.com/large/v1/dd9/719/0dcf4cf0f3e27b8e2509888f0c.jpg,same,True
71,508a0c909e6b86be2920b525406f61f2,5435a9cdcf5bdee14ecd7128f67fc8cf,0,https://cdn.hometogo.com/medium/v1/e1d/2bd/f61df024d60ec23d549e89725a.jpg,https://cdn.hometogo.com/medium/v1/258/c74/56a88eaa8ced3588629ae84679.jpg,same,True
72,9c0b980373d44c72,b326359a9df0667ff82795938b6c34c7,0,https://cdn.hometogo.com/large/v1/548/e8b/9d71ff6b5004455817f5f48b60.jpg,https://cdn.hometogo.com/medium/v1/8ca/886/f25615802afc5c48b663efbf91.jpg,same,True
73,63663a2b37cf81ad,77818dc3cb50e30c7e27e6073c5d24f5,12,https://cdn.hometogo.com/large/v1/dc8/d17/2dbc80a46002b43e5a4b37f785.jpg,https://cdn.hometogo.com/large/v1/c4e/27d/440e1956ca6bc4fd042536ad08.jpg,"crop,zoom",True
74,28b406f5a38b0651615eb0e5047bfdfb,de7dc1a58a0fc5045c23233b417c9617,0,https://cdn.hometogo.com/medium/v1/728/08d/142da8434f50d01ce29d75ff4e.jpg,https://cdn.hometogo.com/medium/v1/e0c/65a/ebc7ebab9c83a6c2e9a9c1f334.jpg,same,True
75,4b514d909024e898,e00eb6d6966caea2,30,https://cdn.hometogo.com/large/v1/83d/28a/c56e169d65d49f8f0b95f88292.jpg,https://cdn.hometogo.com/large/v1/193/b24/42b0ff97730a0bcab6cfd176ed.jpg,different-object,False
76,7bfe8819e0f8034214e6a1b4f9c7b880,ef15d3d3f944b1aa,0,https://cdn.hometogo.com/medium/v1/424/bf3/e314aba464245ed382d6dabdf7.jpg,https://cdn.hometogo.com/large/v1/669/c67/2dc8bb937752050bfbbb8b9020.jpg,"resolution,watermark",True
77,65894bb3817450c5,f5088316ac6a16c3,14,https://cdn.hometogo.com/large/v1/bf1/bfa/fc975676575695c7301f7081da.jpg,https://cdn.hometogo.com/large/v1/d35/231/880f337f59e1c39fc8e7a935ab.jpg,crop,True
78,20bbf6d8d3dcbeb9,326433482e4fa897,0,https://cdn.hometogo.com/medium/v1/827/de3/4d4fd082f3569914a0d0955988.jpg,https://cdn.hometogo.com/medium/v1/827/de3/4d4fd082f3569914a0d0955988.jpg,same,True
79,9bf28bf63dc5067b,df3f861c5a1a3dd2,0,https://cdn.hometogo.com/large/v1/6e2/358/bd1972bdc3bd41314d1449d358.jpg,https://cdn.hometogo.com/large/v1/89f/927/330b2bf49896360d99e015eded.jpg,same,True
80,bf60084bb94ccad6a277d7cd69ecc9ca,f3d5fbab3f099274,10,https://cdn.hometogo.com/large/v1/d25/ba1/bebee26a0d192c24ba5cb4722c.jpg,https://cdn.hometogo.com/large/v1/202/4a0/874bcce40eb8a88defc305f6c3.jpg,"crop,zoom",True
81,03ca737d470eefe741b461f1a6fc0a32,7117202314ebf817,0,https://cdn.hometogo.com/medium/v1/bd3/e85/c960514635aa11f7ea10d0b40c.jpg,https://cdn.hometogo.com/medium/v1/854/559/560129c01130c7fb643936ce68.jpg,same,True
82,ad37eb76635649e7,bbb95670b834255b,26,https://cdn.hometogo.com/medium/v1/df4/489/c1f6c0be5e0b02ba9c4402f648.jpg,https://cdn.hometogo.com/large/v1/82f/fab/52261e11fbae3dad8ce3331cbd.jpg,"season,slight-tilt-same-viewpoint,weather,zoom",True
83,50d4ebea0a528bc3,7abeaa305da9a83d,28,https://cdn.hometogo.com/large/v1/323/355/57bb4de844a61474f326b5991a.jpg,https://cdn.hometogo.com/medium/v1/172/5ef/96e1d686403deace73a52fe42b.jpg,different-viewpoint,True
84,797a545da8138d16fdde5a5253e417d1,z45e21e00cca87385,8,https://cdn.hometogo.com/medium/v1/433/dc8/d4218f67d082dfb881956a4730.jpg,https://cdn.hometogo.com/medium/v1/ada/a11/bb2223669ddbd1fe4349a2c131.jpg,"crop,resolution,zoom",True
85,6184e8fd00cf8b47,d73777422d05789d,0,https://cdn.hometogo.com/medium/v1/d19/89e/1b4c732782f94e5f1225984386.jpg,https://cdn.hometogo.com/medium/v1/24d/638/473ae807761e37df5104389bbc.jpg,same,True
86,2d903e809d3d68d7,zd8f8e29d09cd8b3e,32,https://cdn.hometogo.com/small/v1/49e/6a3/2bfae149dfc189c61ab7990c43.jpg,https://cdn.hometogo.com/small/v1/df8/deb/400c746a566972f250b901f260.jpg,"illumination,resolution,slight-tilt-same-viewpoint,zoom",True
87,310e234ba88dade9,7ce21fe76e8257b6b453eefdbd090ae1,0,https://cdn.hometogo.com/large/v1/b58/4ab/a4df1119f1b9aebc7684b8e4fe.jpg,https://cdn.hometogo.com/large/v1/3fe/edd/ae79962a2e47b9e3e6a3998bb5.jpg,same,True
88,3c24e9394dc87059,bce5171135dc52af,20,https://cdn.hometogo.com/large/v1/bba/56b/15f8a9951580b6603439833953.jpg,https://cdn.hometogo.com/medium/v1/40d/9af/6ba7b98bcc9078aeda0c65877c.jpg,different-viewpoint,True
89,142f145fe48fb7930ea4bae423b93e53,46dc191a4f38a845,28,https://cdn.hometogo.com/medium/v1/36a/66c/a1771732f1ef118d2d215f19be.jpg,https://cdn.hometogo.com/large/v1/03e/f6a/bcfeead282d52b4c1f72f063aa.jpg,"different-viewpoint,watermark",True
90,5c910e320fdf6e99693f5ea7519cafd7,fd9f07850661a968,8,https://cdn.hometogo.com/large/v1/51d/dad/558d9aec20315ed159b712a97c.jpg,https://cdn.hometogo.com/large/v1/83e/669/f4b3b45d844265ee6126dcc01b.jpg,"crop,zoom",True
91,01cb64a9905eafb2,050341bfe6a0a66b,34,https://cdn.hometogo.com/medium/v1/7d1/202/3cd972b104daa6c8655122adf3.jpg,https://cdn.hometogo.com/large/v1/88d/52d/f804154c7f5f9667fea8f81333.jpg,"different-viewpoint,illumination,resolution,watermark",True
92,53a50d0c1626ffc5,eaf9c660bb6c914b57edc908e1d2d109,32,https://cdn.hometogo.com/large/v1/d20/5ce/305ac054ee1cc815a830bc492f.jpg,https://cdn.hometogo.com/large/v1/1c7/722/71e51e9da8e7232f0823440b4a.jpg,different-viewpoint,True
93,734c3f3e0a751761,b042d05a8982d9a3,0,https://cdn.hometogo.com/large/v1/19c/8eb/8624baecb88b765b3d8e05d0e4.jpg,https://cdn.hometogo.com/medium/v1/e11/9e0/f6a83e54ae3dbed056e1267e83.jpg,same,True
94,7d5ca7510a2c178792c924b01f688d86,c217ee63537f4c78,18,https://cdn.hometogo.com/large/v1/a98/cca/1f569da54baf369cb24942d6fb.jpg,https://cdn.hometogo.com/large/v1/b56/d4a/085a59a241067c115cd2e34a82.jpg,"illumination,resolution,slight-tilt-same-viewpoint,watermark,zoom",True
95,01cb64a9905eafb2,22c69f6aa2005079,36,https://cdn.hometogo.com/medium/v1/7d1/202/3cd972b104daa6c8655122adf3.jpg,https://cdn.hometogo.com/medium/v1/475/5dc/9b047949876efe1e6ecbc32326.jpg,"different-viewpoint,illumination,watermark",True
96,7bb678a85ed45db9,879e3b8e20f4a1b1,18,https://cdn.hometogo.com/medium/v1/d9b/053/ecd993bae330617c37f0770c78.jpg,https://cdn.hometogo.com/large/v1/8c1/bd1/863787540a6ef6697e83aa101f.jpg,"crop,resolution,zoom",True
97,32291b4a26fc4ee1,c270f9f67aadc930cc3545ba0c4b03c0,0,https://cdn.hometogo.com/large/v1/c7e/fb6/2b7a9aaeedb469fdb335fffbb9.jpg,https://cdn.hometogo.com/medium/v1/38e/33a/97254c56952c5168dcebd359ba.jpg,same,True
98,51edf4633b088d62,b70fbc34f5251d38,0,https://cdn.hometogo.com/medium/v1/d90/0bf/e08c8e1f9860f69c76f54bbc60.jpg,https://cdn.hometogo.com/medium/v1/cee/253/9090b288e28d9ee5bee7f0c467.jpg,same,True
99,01edab41c4af849a,46ee91dd32040840,38,https://cdn.hometogo.com/large/v1/38d/128/961594eb51be407db0e47e4d91.jpg,https://cdn.hometogo.com/large/v1/b8c/341/b80b2ee11d906a830e4e656676.jpg,different-object,False
