offer_id_1,offer_id_2,class,image_1,image_2
083d591c8fea25a3aec527c117d83462,52145147b7f0fc24437557131dc59d4e,same,https://cdn.hometogo.com/medium/v1/66e/b8f/e5f1977508e6265b8ea915c9a6.jpg,https://cdn.hometogo.com/medium/v1/934/541/ec0e89703c3e1b660a1400af3a.jpg
710bd85ec6b2707d,e1bbe7488dd4c265,same,https://cdn.hometogo.com/medium/v1/945/0f4/e32207bcaa61e122d2d238d233.jpg,https://cdn.hometogo.com/medium/v1/8ab/a5a/cc3546bc0baa9d8cef126b7dde.jpg
1489c8250e1f750aa65bb8926a4fe13e,2587d1332e3e48a2024b073e28da0275,same,https://cdn.hometogo.com/medium/v1/687/cb2/612352d0d35ec66ec1e6a80d4d.jpg,https://cdn.hometogo.com/medium/v1/822/88e/4e87bd13bd5bb8e95ac03cfc81.jpg
40d2dddde20b1038,fc8194a3194fc739,same,https://cdn.hometogo.com/medium/v1/3e5/b8b/d18ef940031146f75b1228e5e2.jpg,https://cdn.hometogo.com/medium/v1/574/966/c36b95c597de24dd26d93a5a20.jpg
171d9ad3a37b9052b108752398bdac5c,666aa6454c09063d5ad4059286639c8d,same,https://cdn.hometogo.com/large/v1/8e1/0a1/d8ddd2cfb4713dde2416912b9b.jpg,https://cdn.hometogo.com/medium/v1/cb2/5f2/837dc53b8d967c35d95ce68ac1.jpg
5eb5af5ee21fd9da,666aa6454c09063d5ad4059286639c8d,illumination,https://cdn.hometogo.com/large/v1/041/01f/da2677687501b0c1c2a49ef825.jpg,https://cdn.hometogo.com/medium/v1/cb2/5f2/837dc53b8d967c35d95ce68ac1.jpg
5eb5af5ee21fd9da,666aa6454c09063d5ad4059286639c8d,illumination,https://cdn.hometogo.com/large/v1/041/01f/da2677687501b0c1c2a49ef825.jpg,https://cdn.hometogo.com/medium/v1/cb2/5f2/837dc53b8d967c35d95ce68ac1.jpg
6fbb86c717ccb41d,9e39c585a4c73d07870f062ff15fdd61,resolution,https://cdn.hometogo.com/large/v1/809/7eb/fa970a451d99f7bce075f0f38e.jpg,https://cdn.hometogo.com/large/v1/ef9/934/29e9e2e771ae500a3a84e56904.jpg
97461eb36faaad2ce62ed33ef94c371f,9e39c585a4c73d07870f062ff15fdd61,resolution,https://cdn.hometogo.com/medium/v1/6b1/325/e6d6096b88b17a9a854f066151.jpg,https://cdn.hometogo.com/large/v1/ef9/934/29e9e2e771ae500a3a84e56904.jpg
97461eb36faaad2ce62ed33ef94c371f,9e39c585a4c73d07870f062ff15fdd61,watermark,https://cdn.hometogo.com/medium/v1/6b1/325/e6d6096b88b17a9a854f066151.jpg,https://cdn.hometogo.com/large/v1/ef9/934/29e9e2e771ae500a3a84e56904.jpg
73cd13883b0ee94a,9e39c585a4c73d07870f062ff15fdd61,resolution,https://cdn.hometogo.com/large/v1/08a/5bf/8bc6f9357621c8e2346b63a6a9.jpg,https://cdn.hometogo.com/large/v1/ef9/934/29e9e2e771ae500a3a84e56904.jpg
730272a550f7673bab0b94f5c423c08e,f52d620f378ad7513aa60e49e5fe1f24,angle-15-30,https://cdn.hometogo.com/large/v1/1ff/0e8/75ab835ea01af524b75fe284e7.jpg,https://cdn.hometogo.com/large/v1/960/fe6/f372363efb6050e32bd6ccd426.jpg
bd2b0945bd1c8aa35fba1f980fa3e98f,f52d620f378ad7513aa60e49e5fe1f24,crop,https://cdn.hometogo.com/large/v1/b48/ca2/952adb2da4f592d3f627653aba.jpg,https://cdn.hometogo.com/large/v1/960/fe6/f372363efb6050e32bd6ccd426.jpg
bd2b0945bd1c8aa35fba1f980fa3e98f,f52d620f378ad7513aa60e49e5fe1f24,zoom,https://cdn.hometogo.com/large/v1/b48/ca2/952adb2da4f592d3f627653aba.jpg,https://cdn.hometogo.com/large/v1/960/fe6/f372363efb6050e32bd6ccd426.jpg
bd2b0945bd1c8aa35fba1f980fa3e98f,f52d620f378ad7513aa60e49e5fe1f24,angle-15-30,https://cdn.hometogo.com/large/v1/b48/ca2/952adb2da4f592d3f627653aba.jpg,https://cdn.hometogo.com/large/v1/960/fe6/f372363efb6050e32bd6ccd426.jpg
72e2010a55fbf97b87fa7d8c715d0e87,d81af6d02a69cf105793f7a6dd351abf,resolution,https://cdn.hometogo.com/medium/v1/825/51a/4261bee5931e03c24051485c11.jpg,https://cdn.hometogo.com/large/v1/199/478/c08b7b856afea0df038b1d957d.jpg
72e2010a55fbf97b87fa7d8c715d0e87,d81af6d02a69cf105793f7a6dd351abf,watermark,https://cdn.hometogo.com/medium/v1/825/51a/4261bee5931e03c24051485c11.jpg,https://cdn.hometogo.com/large/v1/199/478/c08b7b856afea0df038b1d957d.jpg
72e2010a55fbf97b87fa7d8c715d0e87,d81af6d02a69cf105793f7a6dd351abf,angle-15-30,https://cdn.hometogo.com/medium/v1/825/51a/4261bee5931e03c24051485c11.jpg,https://cdn.hometogo.com/large/v1/199/478/c08b7b856afea0df038b1d957d.jpg
7e1d386d065d6bb4bbe185c5fe86421b,a9e2c486e3ea11ecdce975c56e9b468c,same,https://cdn.hometogo.com/medium/v1/e69/a0a/ac986a00b54aea632e83066d4c.jpg,https://cdn.hometogo.com/medium/v1/ff8/836/edd6408accac317f9adefbba2f.jpg
4baf9d1f2eb2d673,bd4790d2ea9d990177448482b04f7db2,crop,https://cdn.hometogo.com/large/v1/95a/27c/1fcbc20496e4a4308471e124b7.jpg,https://cdn.hometogo.com/large/v1/e38/71a/ad2790ed718ed8c52b01c0849f.jpg
4baf9d1f2eb2d673,bd4790d2ea9d990177448482b04f7db2,zoom,https://cdn.hometogo.com/large/v1/95a/27c/1fcbc20496e4a4308471e124b7.jpg,https://cdn.hometogo.com/large/v1/e38/71a/ad2790ed718ed8c52b01c0849f.jpg
4baf9d1f2eb2d673,bd4790d2ea9d990177448482b04f7db2,same,https://cdn.hometogo.com/large/v1/95a/27c/1fcbc20496e4a4308471e124b7.jpg,https://cdn.hometogo.com/large/v1/e38/71a/ad2790ed718ed8c52b01c0849f.jpg
97461eb36faaad2ce62ed33ef94c371f,bd4790d2ea9d990177448482b04f7db2,crop,https://cdn.hometogo.com/medium/v1/6b1/325/e6d6096b88b17a9a854f066151.jpg,https://cdn.hometogo.com/large/v1/e38/71a/ad2790ed718ed8c52b01c0849f.jpg
97461eb36faaad2ce62ed33ef94c371f,bd4790d2ea9d990177448482b04f7db2,resolution,https://cdn.hometogo.com/medium/v1/6b1/325/e6d6096b88b17a9a854f066151.jpg,https://cdn.hometogo.com/large/v1/e38/71a/ad2790ed718ed8c52b01c0849f.jpg
97461eb36faaad2ce62ed33ef94c371f,bd4790d2ea9d990177448482b04f7db2,watermark,https://cdn.hometogo.com/medium/v1/6b1/325/e6d6096b88b17a9a854f066151.jpg,https://cdn.hometogo.com/large/v1/e38/71a/ad2790ed718ed8c52b01c0849f.jpg
97461eb36faaad2ce62ed33ef94c371f,bd4790d2ea9d990177448482b04f7db2,zoom,https://cdn.hometogo.com/medium/v1/6b1/325/e6d6096b88b17a9a854f066151.jpg,https://cdn.hometogo.com/large/v1/e38/71a/ad2790ed718ed8c52b01c0849f.jpg
03e49e12c6e2049a,2b7855fa744a0a959ece1c7456038ddf,aspect-ratio,https://cdn.hometogo.com/medium/v1/7ee/315/5bd8c23092e6e393da84c1e702.jpg,https://cdn.hometogo.com/medium/v1/ba5/d50/47c3d154be96ca4e72ee9b284a.jpg
03e49e12c6e2049a,2b7855fa744a0a959ece1c7456038ddf,resolution,https://cdn.hometogo.com/medium/v1/7ee/315/5bd8c23092e6e393da84c1e702.jpg,https://cdn.hometogo.com/medium/v1/ba5/d50/47c3d154be96ca4e72ee9b284a.jpg
03e49e12c6e2049a,2b7855fa744a0a959ece1c7456038ddf,zoom,https://cdn.hometogo.com/medium/v1/7ee/315/5bd8c23092e6e393da84c1e702.jpg,https://cdn.hometogo.com/medium/v1/ba5/d50/47c3d154be96ca4e72ee9b284a.jpg
3f5657bf48ac9aa6,d21d90a009890d439a7080eeaf281b66,resolution,https://cdn.hometogo.com/large/v1/cbc/884/808985e5c63f3b93bd42562984.jpg,https://cdn.hometogo.com/medium/v1/059/053/7e2e322992b5b6593a4544f61d.jpg
3f5657bf48ac9aa6,d21d90a009890d439a7080eeaf281b66,illumination,https://cdn.hometogo.com/large/v1/cbc/884/808985e5c63f3b93bd42562984.jpg,https://cdn.hometogo.com/medium/v1/059/053/7e2e322992b5b6593a4544f61d.jpg
459aaba64aaea635,51edf4633b088d62,same,https://cdn.hometogo.com/medium/v1/4e3/5b9/ded652b862255be350ce71da13.jpg,https://cdn.hometogo.com/medium/v1/d90/0bf/e08c8e1f9860f69c76f54bbc60.jpg
0b9858a5c7bb28db,26ac00dcf098008b,same,https://cdn.hometogo.com/medium/v1/06e/181/3341cb012569c32c0ee45aea1f.jpg,https://cdn.hometogo.com/large/v1/10e/235/392c69329e9a0ed250631090c5.jpg
9a3475c0854b1aa3,e0ca9866204d737d,angle-15-30,https://cdn.hometogo.com/large/v1/664/5cf/2ed25c87f26d744476c1c2ddc7.jpg,https://cdn.hometogo.com/large/v1/32a/cf0/14aa652904e667855f6528d7f8.jpg
9a3475c0854b1aa3,e0ca9866204d737d,illumination,https://cdn.hometogo.com/large/v1/664/5cf/2ed25c87f26d744476c1c2ddc7.jpg,https://cdn.hometogo.com/large/v1/32a/cf0/14aa652904e667855f6528d7f8.jpg
1edb642e7e3576e43027f4be2d6bd37e,a39807897895337e,aspect-ratio,https://cdn.hometogo.com/medium/v1/30e/4e3/95509ba0dfe43428d4a71b4ca2.jpg,https://cdn.hometogo.com/large/v1/55c/138/cc050961ee75e099e6d5425906.jpg
1edb642e7e3576e43027f4be2d6bd37e,a39807897895337e,crop,https://cdn.hometogo.com/medium/v1/30e/4e3/95509ba0dfe43428d4a71b4ca2.jpg,https://cdn.hometogo.com/large/v1/55c/138/cc050961ee75e099e6d5425906.jpg
1edb642e7e3576e43027f4be2d6bd37e,a39807897895337e,zoom,https://cdn.hometogo.com/medium/v1/30e/4e3/95509ba0dfe43428d4a71b4ca2.jpg,https://cdn.hometogo.com/large/v1/55c/138/cc050961ee75e099e6d5425906.jpg
083d591c8fea25a3aec527c117d83462,867494d1b17985ee0064c00ec57f5ded,same,https://cdn.hometogo.com/medium/v1/66e/b8f/e5f1977508e6265b8ea915c9a6.jpg,https://cdn.hometogo.com/medium/v1/fdc/ea7/83b64a4851021195a7eaabcd5a.jpg
52145147b7f0fc24437557131dc59d4e,867494d1b17985ee0064c00ec57f5ded,same,https://cdn.hometogo.com/medium/v1/934/541/ec0e89703c3e1b660a1400af3a.jpg,https://cdn.hometogo.com/medium/v1/fdc/ea7/83b64a4851021195a7eaabcd5a.jpg
0eccf5f6d42c7a72,3689aa16b919e19e,same,https://cdn.hometogo.com/large/v1/37a/500/17b5227021ff50e37d2c96c513.jpg,https://cdn.hometogo.com/medium/v1/bdc/260/d45545a91d893a670adf022959.jpg
2b1a73f246bf3ccdd4e590796aa8bf51,38262e08c1c8ffcc82f98cd8a370bd26,same,https://cdn.hometogo.com/large/v1/6b6/f27/c29296d584df422a767b1095ad.jpg,https://cdn.hometogo.com/large/v1/4cf/2c1/700b7fa4892c2017a26816293c.jpg
3b0a02e6bd4e50b1,7be50324042a1b6c,same,https://cdn.hometogo.com/medium/v1/703/fd6/5a73720d2dfa92121ed9b3332b.jpg,https://cdn.hometogo.com/medium/v1/300/cb8/ac104c1106f1e7ee966adb80f3.jpg
43eaf8bfd75c7c357aa9584baa53a9b2,9a3475c0854b1aa3,angle-15-30,https://cdn.hometogo.com/large/v1/bdf/7e0/60ba345f0a79b77d8767f6dcc6.jpg,https://cdn.hometogo.com/large/v1/664/5cf/2ed25c87f26d744476c1c2ddc7.jpg
43eaf8bfd75c7c357aa9584baa53a9b2,9a3475c0854b1aa3,illumination,https://cdn.hometogo.com/large/v1/bdf/7e0/60ba345f0a79b77d8767f6dcc6.jpg,https://cdn.hometogo.com/large/v1/664/5cf/2ed25c87f26d744476c1c2ddc7.jpg
3a22e24cdcec2b5fd0fcde3444984f09,8531f34dd0094ab4,same,https://cdn.hometogo.com/large/v1/340/62b/a37d4e854dd6d34c77aa227aca.jpg,https://cdn.hometogo.com/large/v1/676/b5a/44e742f3c2ce725925e8b55571.jpg
3a22e24cdcec2b5fd0fcde3444984f09,8531f34dd0094ab4,same,https://cdn.hometogo.com/large/v1/340/62b/a37d4e854dd6d34c77aa227aca.jpg,https://cdn.hometogo.com/large/v1/676/b5a/44e742f3c2ce725925e8b55571.jpg
3a22e24cdcec2b5fd0fcde3444984f09,8531f34dd0094ab4,aspect-ratio,https://cdn.hometogo.com/large/v1/340/62b/a37d4e854dd6d34c77aa227aca.jpg,https://cdn.hometogo.com/large/v1/676/b5a/44e742f3c2ce725925e8b55571.jpg
3a22e24cdcec2b5fd0fcde3444984f09,8531f34dd0094ab4,crop,https://cdn.hometogo.com/large/v1/340/62b/a37d4e854dd6d34c77aa227aca.jpg,https://cdn.hometogo.com/large/v1/676/b5a/44e742f3c2ce725925e8b55571.jpg
3a22e24cdcec2b5fd0fcde3444984f09,8531f34dd0094ab4,same,https://cdn.hometogo.com/large/v1/340/62b/a37d4e854dd6d34c77aa227aca.jpg,https://cdn.hometogo.com/large/v1/676/b5a/44e742f3c2ce725925e8b55571.jpg
3a22e24cdcec2b5fd0fcde3444984f09,8531f34dd0094ab4,same,https://cdn.hometogo.com/large/v1/340/62b/a37d4e854dd6d34c77aa227aca.jpg,https://cdn.hometogo.com/large/v1/676/b5a/44e742f3c2ce725925e8b55571.jpg
15b5c949cb2b3428,2d9fda32950966bdc78c9552d90403b4,aspect-ratio,https://cdn.hometogo.com/large/v1/640/4ef/8774cb7c8dd674d0f76c9f09b7.jpg,https://cdn.hometogo.com/medium/v1/235/183/8c22e7d6a3c740f1b4059e7e47.jpg
15b5c949cb2b3428,2d9fda32950966bdc78c9552d90403b4,crop,https://cdn.hometogo.com/large/v1/640/4ef/8774cb7c8dd674d0f76c9f09b7.jpg,https://cdn.hometogo.com/medium/v1/235/183/8c22e7d6a3c740f1b4059e7e47.jpg
15b5c949cb2b3428,2d9fda32950966bdc78c9552d90403b4,zoom,https://cdn.hometogo.com/large/v1/640/4ef/8774cb7c8dd674d0f76c9f09b7.jpg,https://cdn.hometogo.com/medium/v1/235/183/8c22e7d6a3c740f1b4059e7e47.jpg
5296bfa46a15c7b2,e03371ae5fa3e2a5,resolution,https://cdn.hometogo.com/medium/v1/a13/c87/9efa3119040e2478111729289d.jpg,https://cdn.hometogo.com/small/v1/ee4/302/885da03057fb1d44cdc947e413.jpg
5296bfa46a15c7b2,e03371ae5fa3e2a5,zoom,https://cdn.hometogo.com/medium/v1/a13/c87/9efa3119040e2478111729289d.jpg,https://cdn.hometogo.com/small/v1/ee4/302/885da03057fb1d44cdc947e413.jpg
5296bfa46a15c7b2,e03371ae5fa3e2a5,season,https://cdn.hometogo.com/medium/v1/a13/c87/9efa3119040e2478111729289d.jpg,https://cdn.hometogo.com/small/v1/ee4/302/885da03057fb1d44cdc947e413.jpg
5296bfa46a15c7b2,e03371ae5fa3e2a5,weather,https://cdn.hometogo.com/medium/v1/a13/c87/9efa3119040e2478111729289d.jpg,https://cdn.hometogo.com/small/v1/ee4/302/885da03057fb1d44cdc947e413.jpg
3b968d456c300136,ae10750812ad1a7f,same,https://cdn.hometogo.com/large/v1/993/e11/d77466624491a43146fb5b7fbb.jpg,https://cdn.hometogo.com/large/v1/b17/cc3/6f182693a1574ee0e9111ca22c.jpg
bb99ab407a489280,f2e1f0e3b8582e347274476607b73305,aspect-ratio,https://cdn.hometogo.com/large/v1/3fa/e07/aa30829bcdffc875372eb55876.jpg,https://cdn.hometogo.com/medium/v1/ae7/028/e580b9eeafcc690cff6cb1239f.jpg
bb99ab407a489280,f2e1f0e3b8582e347274476607b73305,crop,https://cdn.hometogo.com/large/v1/3fa/e07/aa30829bcdffc875372eb55876.jpg,https://cdn.hometogo.com/medium/v1/ae7/028/e580b9eeafcc690cff6cb1239f.jpg
74f32dfac079ce36,c079a64deb52d5cdadaca026d91ae4ed,class-different-object,https://cdn.hometogo.com/large/v1/e3c/602/7a70c3173ec69693a366e6598a.jpg,https://cdn.hometogo.com/medium/v1/558/3df/ec5a9b6366fef3f9500c58220b.jpg
996acf26b610a8bb,c079a64deb52d5cdadaca026d91ae4ed,resolution,https://cdn.hometogo.com/large/v1/eac/5ae/f73845e92ce3d21d845a78a5cc.jpg,https://cdn.hometogo.com/medium/v1/558/3df/ec5a9b6366fef3f9500c58220b.jpg
996acf26b610a8bb,c079a64deb52d5cdadaca026d91ae4ed,watermark,https://cdn.hometogo.com/large/v1/eac/5ae/f73845e92ce3d21d845a78a5cc.jpg,https://cdn.hometogo.com/medium/v1/558/3df/ec5a9b6366fef3f9500c58220b.jpg
996acf26b610a8bb,c079a64deb52d5cdadaca026d91ae4ed,angle-15-30,https://cdn.hometogo.com/large/v1/eac/5ae/f73845e92ce3d21d845a78a5cc.jpg,https://cdn.hometogo.com/medium/v1/558/3df/ec5a9b6366fef3f9500c58220b.jpg
2449a83480776f5150dca0ba4e0540bc,c2ebff8179f83eda290d19338aa4e485,aspect-ratio,https://cdn.hometogo.com/medium/v1/d0f/6e2/fb74d8360d8ef900b580763fcd.jpg,https://cdn.hometogo.com/medium/v1/24c/efc/c338436bbd929f99c3fe2d51db.jpg
2449a83480776f5150dca0ba4e0540bc,c2ebff8179f83eda290d19338aa4e485,resolution,https://cdn.hometogo.com/medium/v1/d0f/6e2/fb74d8360d8ef900b580763fcd.jpg,https://cdn.hometogo.com/medium/v1/24c/efc/c338436bbd929f99c3fe2d51db.jpg
2449a83480776f5150dca0ba4e0540bc,c2ebff8179f83eda290d19338aa4e485,watermark,https://cdn.hometogo.com/medium/v1/d0f/6e2/fb74d8360d8ef900b580763fcd.jpg,https://cdn.hometogo.com/medium/v1/24c/efc/c338436bbd929f99c3fe2d51db.jpg
860d6fed279d68b9,c2ebff8179f83eda290d19338aa4e485,aspect-ratio,https://cdn.hometogo.com/large/v1/92c/271/6cc54f5dd4e94c31ff4c27d7a3.jpg,https://cdn.hometogo.com/medium/v1/24c/efc/c338436bbd929f99c3fe2d51db.jpg
860d6fed279d68b9,c2ebff8179f83eda290d19338aa4e485,crop,https://cdn.hometogo.com/large/v1/92c/271/6cc54f5dd4e94c31ff4c27d7a3.jpg,https://cdn.hometogo.com/medium/v1/24c/efc/c338436bbd929f99c3fe2d51db.jpg
9097150861b0d835,dfbde8e33425c667,same,https://cdn.hometogo.com/large/v1/0c6/8c3/b83791ec8406dd653a09dc5ced.jpg,https://cdn.hometogo.com/large/v1/1af/959/fd1c5c878bbd697cc9a6731bb3.jpg
26c642bf1a8c8c96,d1232b3d64515165415821b121ae8654,resolution,https://cdn.hometogo.com/medium/v1/67e/1b6/14731dabec049c0527045ede2f.jpg,https://cdn.hometogo.com/medium/v1/0f3/724/cbf45cbf51ca8ee0aea5729a64.jpg
26c642bf1a8c8c96,d1232b3d64515165415821b121ae8654,angle-15-30,https://cdn.hometogo.com/medium/v1/67e/1b6/14731dabec049c0527045ede2f.jpg,https://cdn.hometogo.com/medium/v1/0f3/724/cbf45cbf51ca8ee0aea5729a64.jpg
26c642bf1a8c8c96,d1232b3d64515165415821b121ae8654,illumination,https://cdn.hometogo.com/medium/v1/67e/1b6/14731dabec049c0527045ede2f.jpg,https://cdn.hometogo.com/medium/v1/0f3/724/cbf45cbf51ca8ee0aea5729a64.jpg
26c642bf1a8c8c96,d1232b3d64515165415821b121ae8654,season,https://cdn.hometogo.com/medium/v1/67e/1b6/14731dabec049c0527045ede2f.jpg,https://cdn.hometogo.com/medium/v1/0f3/724/cbf45cbf51ca8ee0aea5729a64.jpg
